patch_idx,height_difference,mean_z,max_z,std_z,range_z,ds_magnitude,modified_ds_magnitude,local_shape_ds_magnitude
138,7.088193393087422e-06,-0.04689542847918564,-0.046867985278367996,2.5981537243176e-05,5.204633232453598e-05,1.9548149751560113,1.9548149751560115,2.3655110113921234
139,6.031285418109025e-06,-0.04689354225184436,-0.04686799272894859,2.601602609830948e-05,5.204603075981834e-05,1.9709446411170786,1.9709438041688112,2.396871997730538
140,5.67602252526378e-06,-0.04689449307249526,-0.046867996454238885,2.6016319696973436e-05,5.204603075981834e-05,1.9664992617409693,1.9664996673181367,2.3633377399089994
141,6.031364158164019e-06,-0.04689355240562234,-0.046868003086425636,2.601569759974552e-05,5.204455206531122e-05,1.9533675165936228,1.9533661853137816,2.3276235965027787
142,6.7338870282328985e-06,-0.046895449874952255,-0.04686800763010979,2.5981888022162332e-05,5.204603075981834e-05,1.957945933094512,1.9579430034677678,2.313607692612919
143,5.676115281900018e-06,-0.04689450886672406,-0.046868013277643214,2.601629995504578e-05,5.204410851668978e-05,1.9553284927808012,1.9553302704828033,2.3347310479556427
144,5.558912812538433e-06,-0.04689356787533833,-0.04686801825520566,2.6016251004740182e-05,5.204658153483421e-05,1.960381945973395,1.9603816222869008,2.363382654748146
145,6.615670142689523e-06,-0.04689262748019594,-0.04686802387904927,2.5981852878495693e-05,5.204468298151965e-05,1.972694631556642,1.9726946742074034,2.392514153975795
146,6.734561160015993e-06,-0.046892632221818914,-0.046868029014193936,2.598124124402811e-05,5.204495157383471e-05,1.9728635915376047,1.972862445239564,2.360665082925144
147,5.913024458365478e-06,-0.04689453028629088,-0.046868033707141876,2.6016217461888198e-05,5.204603075981834e-05,1.9591459217381613,1.959144973185509,2.3669548388246295
148,6.4847003088664095e-06,-0.04689264293008372,-0.0468680383863925,2.5981397363700308e-05,5.2046967453166226e-05,2.0625883002315524,2.0625883002315515,2.367082447802634
149,6.73384155005536e-06,-0.046895167385264884,-0.046868044883012765,2.5997390010976157e-05,5.204603075982528e-05,2.118442222646375,2.1184422226463746,2.399604933000283
150,5.390373572781236e-06,-0.04689344287215403,-0.04686789293791335,2.601627339199993e-05,5.2045238956993645e-05,1.9631056868054308,1.963105336990712,2.388128830897098
151,6.031269777615457e-06,-0.0468943938907988,-0.046867898213417164,2.6015827317329187e-05,5.20454812878296e-05,1.9624286395932011,1.9624273986734173,2.3806896325534717
152,7.666818906354922e-06,-0.046891560079971514,-0.04686790332198142,2.5912612559522263e-05,5.204510340545837e-05,1.9565293402064048,1.9565246544261607,2.3681287404790194
153,5.557772560091091e-06,-0.04689345837720701,-0.04686790793906485,2.6015869457036933e-05,5.2046380891873634e-05,1.9349800686767278,1.9349797150696397,2.377324137598151
154,5.558520788018262e-06,-0.04689346331980078,-0.04686791449785232,2.601624421795881e-05,5.204538820788307e-05,1.9756351015923739,1.9756351015923734,2.3841992880213554
155,5.67707473573959e-06,-0.046894415126572546,-0.04686791822314262,2.6016405678133704e-05,5.204652577921881e-05,1.9776624679333135,1.9776624679333128,2.3755601463360687
156,6.733963225273438e-06,-0.04689252815777875,-0.046867925673723214,2.5981762358562255e-05,5.204467401254825e-05,1.9831152466566415,1.983115246656642,2.3778824824771143
157,5.912612410150919e-06,-0.046893479804366374,-0.04686792939901352,2.601610745513319e-05,5.204603075981834e-05,1.9629445042140192,1.9629441498662574,2.3489442971872085
158,7.785550149218168e-06,-0.046896323529923616,-0.04686793684959411,2.5912757418942437e-05,5.204379681288812e-05,1.9764415514537612,1.9764431674143568,2.368448535770102
159,5.440616791973894e-06,-0.04689443644147252,-0.046867940574884415,2.6016295387828224e-05,5.20460307598114e-05,1.9471273900678818,1.9471296439906958,2.38371459259833
160,7.088862568627229e-06,-0.0468953871072724,-0.046867944300174706,2.5981622276193963e-05,5.204603075982528e-05,1.9679454543473287,1.967945454347329,2.386321404587755
161,5.675724484200026e-06,-0.04689350075938595,-0.0468679514422483,2.6015783737843678e-05,5.2046339266829944e-05,1.9682385630078816,1.9682385630078816,2.361208996429821
162,5.558328359814047e-06,-0.04689445178132133,-0.0468679554760456,2.6016150004011694e-05,5.204603075981834e-05,1.963598030094097,1.9635980300940976,2.3577358118337566
163,6.7356264643262015e-06,-0.04689540396755398,-0.046867962435182334,2.598129312652723e-05,5.204642238777063e-05,1.9680691717605416,1.9680689458156548,2.350654381213983
164,7.784661862508897e-06,-0.046891623522384886,-0.0468679666519165,2.5912631101476517e-05,5.204456565823662e-05,1.9737253028514261,1.9737238550586325,2.3833708933495332
